"SBOM name"	"SBOM id"	"package name"	"package group"	"package version"	"package purl"	"package cpe"	"license"	"license type"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"gpg-pubkey"	""	"d4082792-5b32db75"	"pkg:rpm/redhat/gpg-pubkey@d4082792-5b32db75?distro=rhel-8.5"	""	"pubkey"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"gpg-pubkey"	""	"fd431d51-4ae0493b"	"pkg:rpm/redhat/gpg-pubkey@fd431d51-4ae0493b?distro=rhel-8.5"	""	"pubkey"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"gpgme"	""	"1.13.1-9.el8"	"pkg:rpm/redhat/gpgme@1.13.1-9.el8?arch=x86_64&distro=rhel-8.5&upstream=gpgme-1.13.1-9.el8.src.rpm"	""	"LGPLv2+ and GPLv3+"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"graphite2"	""	"1.3.10-10.el8"	"pkg:rpm/redhat/graphite2@1.3.10-10.el8?arch=x86_64&distro=rhel-8.5&upstream=graphite2-1.3.10-10.el8.src.rpm"	""	"(LGPLv2+ or GPLv2+ or MPL) and (Netscape or GPLv2+ or LGPLv2+)"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"grep"	""	"3.1-6.el8"	"pkg:rpm/redhat/grep@3.1-6.el8?arch=x86_64&distro=rhel-8.5&upstream=grep-3.1-6.el8.src.rpm"	""	"GPLv3+"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"groff-base"	""	"1.22.3-18.el8"	"pkg:rpm/redhat/groff-base@1.22.3-18.el8?arch=x86_64&distro=rhel-8.5&upstream=groff-1.22.3-18.el8.src.rpm"	""	"GPLv3+ and GFDL and BSD and MIT"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"guava"	""	"28.1-3.module+el8.3.0+6804+157bd82e"	"pkg:rpm/redhat/guava@28.1-3.module+el8.3.0+6804+157bd82e?arch=noarch&distro=rhel-8.5&upstream=guava-28.1-3.module+el8.3.0+6804+157bd82e.src.rpm"	""	"ASL 2.0 and CC0"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"guava"	"com.google.guava"	"28.1-jre"	"pkg:maven/com.google.guava/guava@28.1-jre"	""	"http://www.apache.org/licenses/LICENSE-2.0.txt"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"harfbuzz"	""	"1.7.5-3.el8"	"pkg:rpm/redhat/harfbuzz@1.7.5-3.el8?arch=x86_64&distro=rhel-8.5&upstream=harfbuzz-1.7.5-3.el8.src.rpm"	""	"MIT"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"http"	""	"3.3.4"	"pkg:maven/http/http@3.3.4"	""	"Apache-2.0"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"http-shared"	""	"3.3.4"	"pkg:maven/http-shared/http-shared@3.3.4"	""	"Apache-2.0"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"httpclient"	"org.apache.httpcomponents"	"4.5.10"	"pkg:maven/org.apache.httpcomponents/httpclient@4.5.10"	""	"http://www.apache.org/licenses/LICENSE-2.0.txt"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"httpcomponents-client"	""	"4.5.10-3.module+el8.3.0+6804+157bd82e"	"pkg:rpm/redhat/httpcomponents-client@4.5.10-3.module+el8.3.0+6804+157bd82e?arch=noarch&distro=rhel-8.5&upstream=httpcomponents-client-4.5.10-3.module+el8.3.0+6804+157bd82e.src.rpm"	""	"ASL 2.0"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"httpcomponents-core"	""	"4.4.12-3.module+el8.3.0+6804+157bd82e"	"pkg:rpm/redhat/httpcomponents-core@4.4.12-3.module+el8.3.0+6804+157bd82e?arch=noarch&distro=rhel-8.5&upstream=httpcomponents-core-4.4.12-3.module+el8.3.0+6804+157bd82e.src.rpm"	""	"ASL 2.0"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"httpcore"	"org.apache.httpcomponents"	"4.4.12"	"pkg:maven/org.apache.httpcomponents/httpcore@4.4.12"	""	"http://www.apache.org/licenses/LICENSE-2.0.txt"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"httpcore-nio"	"org.apache.httpcomponents"	"4.4.12"	"pkg:maven/org.apache.httpcomponents/httpcore-nio@4.4.12"	""	"http://www.apache.org/licenses/LICENSE-2.0.txt"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"info"	""	"6.5-6.el8"	"pkg:rpm/redhat/info@6.5-6.el8?arch=x86_64&distro=rhel-8.5&upstream=texinfo-6.5-6.el8.src.rpm"	""	"GPLv3+"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"interpolation"	""	"1.26.0"	"pkg:maven/org.codehaus.plexus.interpolation/interpolation@1.26.0"	""	"http://www.apache.org/licenses/LICENSE-2.0.txt"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"jackson-annotations"	"com.fasterxml.jackson.core"	"2.13.3"	"pkg:maven/com.fasterxml.jackson.core/jackson-annotations@2.13.3"	""	"http://www.apache.org/licenses/LICENSE-2.0.txt"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"jackson-core"	"com.fasterxml.jackson.core"	"2.13.3"	"pkg:maven/com.fasterxml.jackson.core/jackson-core@2.13.3"	""	"http://www.apache.org/licenses/LICENSE-2.0.txt"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"jackson-databind"	"com.fasterxml.jackson.core"	"2.13.3"	"pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.13.3"	""	"http://www.apache.org/licenses/LICENSE-2.0.txt"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"jackson-dataformat-yaml"	"com.fasterxml.jackson.dataformat"	"2.13.3"	"pkg:maven/com.fasterxml.jackson.dataformat/jackson-dataformat-yaml@2.13.3"	""	"http://www.apache.org/licenses/LICENSE-2.0.txt"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"jakarta.activation"	"com.sun.activation"	"1.2.1"	"pkg:maven/com.sun.activation/jakarta.activation@1.2.1"	""	"http://www.eclipse.org/org/documents/edl-v10.php"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"jakarta.annotation-api"	"jakarta.annotation"	"1.3.5"	"pkg:maven/jakarta.annotation/jakarta.annotation-api@1.3.5"	""	"http://www.eclipse.org/legal/epl-2.0, https://www.gnu.org/software/classpath/license.html"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"jakarta.el-api"	"jakarta.el"	"3.0.3"	"pkg:maven/jakarta.el/jakarta.el-api@3.0.3"	""	"http://www.eclipse.org/legal/epl-2.0, https://www.gnu.org/software/classpath/license.html"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"jakarta.enterprise.cdi-api"	"jakarta.enterprise"	"2.0.1"	"pkg:maven/jakarta.enterprise/jakarta.enterprise.cdi-api@2.0.1"	""	"http://repository.jboss.org/licenses/apache-2.0.txt"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"jakarta.enterprise.cdi-api"	"jakarta.enterprise"	"2.0.2"	"pkg:maven/jakarta.enterprise/jakarta.enterprise.cdi-api@2.0.2"	""	"https://repository.jboss.org/licenses/apache-2.0.txt"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"jakarta.inject-api"	"jakarta.inject"	"1.0"	"pkg:maven/jakarta.inject/jakarta.inject-api@1.0"	""	"The Apache Software License, Version 2.0"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"jakarta.interceptor-api"	"jakarta.interceptor"	"1.2.5"	"pkg:maven/jakarta.interceptor/jakarta.interceptor-api@1.2.5"	""	"http://www.eclipse.org/legal/epl-2.0, https://www.gnu.org/software/classpath/license.html"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"jakarta.transaction-api"	"jakarta.transaction"	"1.3.3"	"pkg:maven/jakarta.transaction/jakarta.transaction-api@1.3.3"	""	"http://www.eclipse.org/legal/epl-2.0, https://www.gnu.org/software/classpath/license.html"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"jakarta.validation-api"	"jakarta.validation"	"2.0.2"	"pkg:maven/jakarta.validation/jakarta.validation-api@2.0.2"	""	"http://www.apache.org/licenses/LICENSE-2.0.txt"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"jandex"	"org.jboss"	"2.4.3.Final"	"pkg:maven/org.jboss/jandex@2.4.3.Final"	""	"http://www.apache.org/licenses/LICENSE-2.0.txt"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"jansi"	"org.fusesource.jansi"	"1.18"	"pkg:maven/org.fusesource.jansi/jansi@1.18"	""	"http://www.apache.org/licenses/LICENSE-2.0.txt"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"jansi"	""	"1.18-4.module+el8.3.0+6804+157bd82e"	"pkg:rpm/redhat/jansi@1.18-4.module+el8.3.0+6804+157bd82e?arch=noarch&distro=rhel-8.5&upstream=jansi-1.18-4.module+el8.3.0+6804+157bd82e.src.rpm"	""	"ASL 2.0"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"java-11-openjdk"	""	"1:11.0.14.1.1-2.el8_5"	"pkg:rpm/redhat/java-11-openjdk@11.0.14.1.1-2.el8_5?arch=x86_64&distro=rhel-8.5&epoch=1&upstream=java-11-openjdk-11.0.14.1.1-2.el8_5.src.rpm"	""	"ASL 1.1 and ASL 2.0 and BSD and BSD with advertising and GPL+ and GPLv2 and GPLv2 with exceptions and IJG and LGPLv2+ and MIT and MPLv2.0 and Public Domain and W3C and zlib and ISC and FTL and RSA"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"java-11-openjdk-devel"	""	"1:11.0.14.1.1-2.el8_5"	"pkg:rpm/redhat/java-11-openjdk-devel@11.0.14.1.1-2.el8_5?arch=x86_64&distro=rhel-8.5&epoch=1&upstream=java-11-openjdk-11.0.14.1.1-2.el8_5.src.rpm"	""	"ASL 1.1 and ASL 2.0 and BSD and BSD with advertising and GPL+ and GPLv2 and GPLv2 with exceptions and IJG and LGPLv2+ and MIT and MPLv2.0 and Public Domain and W3C and zlib and ISC and FTL and RSA"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"java-11-openjdk-headless"	""	"1:11.0.14.1.1-2.el8_5"	"pkg:rpm/redhat/java-11-openjdk-headless@11.0.14.1.1-2.el8_5?arch=x86_64&distro=rhel-8.5&epoch=1&upstream=java-11-openjdk-11.0.14.1.1-2.el8_5.src.rpm"	""	"ASL 1.1 and ASL 2.0 and BSD and BSD with advertising and GPL+ and GPLv2 and GPLv2 with exceptions and IJG and LGPLv2+ and MIT and MPLv2.0 and Public Domain and W3C and zlib and ISC and FTL and RSA"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"javapackages-filesystem"	""	"5.3.0-1.module+el8+2447+6f56d9a6"	"pkg:rpm/redhat/javapackages-filesystem@5.3.0-1.module+el8+2447+6f56d9a6?arch=noarch&distro=rhel-8.5&upstream=javapackages-tools-5.3.0-1.module+el8+2447+6f56d9a6.src.rpm"	""	"BSD"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"jboss-jaxb-api_2.3_spec"	"org.jboss.spec.javax.xml.bind"	"2.0.0.Final"	"pkg:maven/org.jboss.spec.javax.xml.bind/jboss-jaxb-api_2.3_spec@2.0.0.Final"	""	"http://www.eclipse.org/org/documents/edl-v10.php"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"jboss-jaxrs-api_2.1_spec"	"org.jboss.spec.javax.ws.rs"	"2.0.1.Final"	"pkg:maven/org.jboss.spec.javax.ws.rs/jboss-jaxrs-api_2.1_spec@2.0.1.Final"	""	"http://www.eclipse.org/legal/epl-2.0, https://www.gnu.org/software/classpath/license.html"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"jboss-logging"	"org.jboss.logging"	"3.5.0.Final"	"pkg:maven/org.jboss.logging/jboss-logging@3.5.0.Final"	""	"Apache-2.0"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"jboss-logging-annotations"	"org.jboss.logging"	"2.2.1.Final"	"pkg:maven/org.jboss.logging/jboss-logging-annotations@2.2.1.Final"	""	"Apache-2.0"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"jboss-logmanager-embedded"	"org.jboss.logmanager"	"1.0.10"	"pkg:maven/org.jboss.logmanager/jboss-logmanager-embedded@1.0.10"	""	"Apache License 2.0"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"jboss-threads"	"org.jboss.threads"	"3.4.2.Final"	"pkg:maven/org.jboss.threads/jboss-threads@3.4.2.Final"	""	"Apache-2.0"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"jcl-over-slf4j"	""	"1.7.28-3.module+el8.3.0+6804+157bd82e"	"pkg:rpm/redhat/jcl-over-slf4j@1.7.28-3.module+el8.3.0+6804+157bd82e?arch=noarch&distro=rhel-8.5&upstream=slf4j-1.7.28-3.module+el8.3.0+6804+157bd82e.src.rpm"	""	"MIT and ASL 2.0"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"jctools-core"	"org.jctools"	"3.1.0"	"pkg:maven/org.jctools/jctools-core@3.1.0"	""	"Apache License, Version 2.0"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"jmx_prometheus_javaagent"	"io.prometheus.jmx"	"0.12.0"	"pkg:maven/io.prometheus.jmx/jmx_prometheus_javaagent@0.12.0"	""	"Apache-2.0"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"jolokia-jvm-agent"	""	"1.6.2-3.el8"	"pkg:rpm/redhat/jolokia-jvm-agent@1.6.2-3.el8?arch=noarch&distro=rhel-8.5&upstream=jolokia-jvm-agent-1.6.2-3.el8.src.rpm"	""	"ASL 2.0"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"json-c"	""	"0.13.1-2.el8"	"pkg:rpm/redhat/json-c@0.13.1-2.el8?arch=x86_64&distro=rhel-8.5&upstream=json-c-0.13.1-2.el8.src.rpm"	""	"MIT"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"json-glib"	""	"1.4.4-1.el8"	"pkg:rpm/redhat/json-glib@1.4.4-1.el8?arch=x86_64&distro=rhel-8.5&upstream=json-glib-1.4.4-1.el8.src.rpm"	""	"LGPLv2+"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"json-simple"	"com.googlecode.json-simple"	"1.1.1"	"pkg:maven/com.googlecode.json-simple/json-simple@1.1.1"	""	"The Apache Software License, Version 2.0"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"jsoup"	"org.jsoup"	"1.12.1"	"pkg:maven/org.jsoup/jsoup@1.12.1"	""	"https://jsoup.org/license"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"jsoup"	""	"1.12.1-3.module+el8.3.0+6804+157bd82e"	"pkg:rpm/redhat/jsoup@1.12.1-3.module+el8.3.0+6804+157bd82e?arch=noarch&distro=rhel-8.5&upstream=jsoup-1.12.1-3.module+el8.3.0+6804+157bd82e.src.rpm"	""	"MIT"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"jsr-305"	""	"0-0.25.20130910svn.module+el8.3.0+6804+157bd82e"	"pkg:rpm/redhat/jsr-305@0-0.25.20130910svn.module+el8.3.0+6804+157bd82e?arch=noarch&distro=rhel-8.5&upstream=jsr-305-0-0.25.20130910svn.module+el8.3.0+6804+157bd82e.src.rpm"	""	"BSD and CC-BY"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"keyutils-libs"	""	"1.5.10-9.el8"	"pkg:rpm/redhat/keyutils-libs@1.5.10-9.el8?arch=x86_64&distro=rhel-8.5&upstream=keyutils-1.5.10-9.el8.src.rpm"	""	"GPLv2+ and LGPLv2+"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"krb5-libs"	""	"1.18.2-14.el8"	"pkg:rpm/redhat/krb5-libs@1.18.2-14.el8?arch=x86_64&distro=rhel-8.5&upstream=krb5-1.18.2-14.el8.src.rpm"	""	"MIT"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"langpacks-en"	""	"1.0-12.el8"	"pkg:rpm/redhat/langpacks-en@1.0-12.el8?arch=noarch&distro=rhel-8.5&upstream=langpacks-1.0-12.el8.src.rpm"	""	"GPLv2+"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"lcms2"	""	"2.9-2.el8"	"pkg:rpm/redhat/lcms2@2.9-2.el8?arch=x86_64&distro=rhel-8.5&upstream=lcms2-2.9-2.el8.src.rpm"	""	"MIT"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"libX11"	""	"1.6.8-5.el8"	"pkg:rpm/redhat/libX11@1.6.8-5.el8?arch=x86_64&distro=rhel-8.5&upstream=libX11-1.6.8-5.el8.src.rpm"	""	"MIT"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"libX11-common"	""	"1.6.8-5.el8"	"pkg:rpm/redhat/libX11-common@1.6.8-5.el8?arch=noarch&distro=rhel-8.5&upstream=libX11-1.6.8-5.el8.src.rpm"	""	"MIT"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"libXau"	""	"1.0.9-3.el8"	"pkg:rpm/redhat/libXau@1.0.9-3.el8?arch=x86_64&distro=rhel-8.5&upstream=libXau-1.0.9-3.el8.src.rpm"	""	"MIT"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"libXcomposite"	""	"0.4.4-14.el8"	"pkg:rpm/redhat/libXcomposite@0.4.4-14.el8?arch=x86_64&distro=rhel-8.5&upstream=libXcomposite-0.4.4-14.el8.src.rpm"	""	"MIT"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"libXext"	""	"1.3.4-1.el8"	"pkg:rpm/redhat/libXext@1.3.4-1.el8?arch=x86_64&distro=rhel-8.5&upstream=libXext-1.3.4-1.el8.src.rpm"	""	"MIT"	"Declared"
"quay-v9q9c.apps.cluster-v9q9c.dynamic.redhatworkshops.io/l3-students/l3-rhads-demoimage"	"urn:uuid:b07b2af6-9a7a-420f-b442-7ec5cfcbc0e6/1"	"libXi"	""	"1.7.10-1.el8"	"pkg:rpm/redhat/libXi@1.7.10-1.el8?arch=x86_64&distro=rhel-8.5&upstream=libXi-1.7.10-1.el8.src.rpm"	""	"MIT"	"Declared"
